what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1494528926884
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1494528926892
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1494528929435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528935927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528954430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494528958578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528965593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528965660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494528968415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528971570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528973623
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494528973678
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494528973709
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494528980046
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494528980046
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494528981681
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494528983073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528986253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494528992854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494529647630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494531467683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494531475836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534653336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534653641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534656811
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494534659648
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494534662701
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494534671571
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494534671571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534747223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534748237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534751157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494534753797
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494534753869
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494534753908
