what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537671606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537672641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537672786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537677653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537700132
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494537708874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537724818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537729478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494537737527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494537738611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537752813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537763982
error,log,,,"An internal error occurred during: ""Requesting JavaScript AST from selection"".",1494537789994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537790041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537793948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537794997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537815026
error,log,,,"An internal error occurred during: ""Requesting JavaScript AST from selection"".",1494537822135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537822177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537826620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537829335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537837345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537842778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537847728
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494537849672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537857793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1494537860260
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1494537860841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537861229
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494537872338
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494537878361
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494537886952
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494537890710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537895159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537927124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537930293
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494537930356
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494537930390
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494537943613
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494537944500
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494537948111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1494537949059
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.format",1494537949598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494537950083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494537959585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494538208287
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494538209720
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494538211197
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494538211197
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494538212510
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494538217503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494538224532
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494538226617
